title,price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badges_count,badge_local_product,badge_product_quality,badge_fast_shipping,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_name,shipping_option_price,shipping_is_express,countries_shipped_to,inventory_total,origin_country,merchant_title,merchant_rating_count,merchant_rating,merchant_has_profile_picture
Nouveau été femmes lâche Denim bavoir pantalon Shorts femmes salopette Jeans Shorts Demin Shorts femmes combinaisons barboteuses,5.79,9,100,1,3.96,53,27.0,9.0,7.0,8.0,2.0,0,0,0,0,"jumpsuitsjean,Shorts,Summer,Jeans,Denim,pants,Women's Fashion,denimjeansshort,denimbibpant,pantsshort,rompers womens jumpsuit,womensexy,Women,denimjumpsuit,Women Fashion,jumpsuit",white,XXS,1,Livraison standard,2,0,43,50,CN,Lost red fruit,104,3.7211538461538463,0
Shorts d'été Femmes Shorts de sport Gym Workout Waistband Skinny Short,3.0,5,1000,1,4.05,327,170.0,71.0,45.0,14.0,27.0,0,0,0,0,"Summer,Shorts,benchwomen,pants,sportshort,women fashion shorts,Women's Fashion,Sportwear women,Sport,Casual,Women",black,S,1,Livraison standard,1,0,90,50,CN,blueberries,72885,4.0798518213624195,0
Femmes Shorts Décontractés Pantalon À Lacets Été Courte Taille Élastique Culotte Lâche Plus La Taille,13.0,22,1000,1,4.01,156,85.0,32.0,12.0,10.0,17.0,0,0,0,0,"Summer,Plus Size,Elastic,Lace,Casual pants,pants,women's pants,summer shorts,Women's Fashion,Womens shorts,Shorts,Casual,Beach Shorts Women,elastic waist,loosepant,high waisted shorts,Lace Up,Panties,Women",khaki,XS,50,Livraison standard,3,0,30,50,CN,chaojishanghu,4508,4.330745341614906,0
Femmes Sexy Sleeveless Ouvert Chemise Dos Ouvert Chemise Débardeur Noeud Blouse Blouse Sport Gilet Gilet T-shirt AST,8.0,16,10000,0,4.04,1589,770.0,391.0,248.0,77.0,103.0,0,0,0,0,"blouse,Vest,backlessshirt,backless tank tops,suntop,cowlbacktshirt,Tank,Tops,T Shirts,tank top,women's sleeveless tank,Fashion,Sexy Tshirt,sleeveless,sexy,Sport,Women",white,S,9,Livraison standard,2,0,43,50,CN,astro_top,3665,4.194270122783084,0
Femmes Été Casual Hippie Soul Lettre Imprimé Longue Robe Irrégulière Double Couches Sans Manches A-ligne Plus La Taille T-shirt Robes,8.0,76,100,1,3.64,11,5.0,2.0,1.0,1.0,2.0,0,0,0,0,"Summer,plus size hippie dresses,Plus Size,hippie,Dresses,Dress,asymmetrical dress,Casual,Round neck,long dress,Women's Fashion,Fashion,Midi Dress,maxi dress,t-shirt dress,women dress,printed,Women,loose dress,sleeveless,Shirt",purple,Size-5XL,26,Livraison standard,2,0,25,50,CN,qiuyu66058,70,3.5142857142857142,0
Femmes Chaussures D'été Nouveau À Bout Ouvert Poisson Tête Plate-Forme Sandales De Mode Talons Hauts Compensées Sandales,9.0,8,100,1,4.07,46,26.0,7.0,7.0,2.0,4.0,0,0,0,0,"beach shoes,sandalendamen,Sandals,Fashion,Womens Shoes,Summer,sandalswomen,summer shoes,platformsandal,wedgessandal,sandalefemme,Women's Fashion,open toe,High Heel,Women,Head,fish,Heels,Shoes",beige,EU 35,10,Livraison standard,3,0,30,50,CN,jiedandan567,300,3.966666666666667,0
Mode féminine Hakuna Matata Lettre Imprimer T-shirt d'été Casual Chemises à manches courtes Plus Size,9.0,8,1000,1,4.27,754,431.0,171.0,100.0,30.0,22.0,1,0,1,0,"Summer,Plus Size,Shirt,letter print,topsamptshirt,short sleeves,Women's Fashion,Shorts,women shirt,topsamptee,Sleeve,Print,Fashion,Casual,Cotton",pink,S,50,Livraison standard,3,0,43,50,CN,yiliannvhai,18029,4.1006156747462414,0
Nouvelle mode d'été femmes robe décontractée col rond lâche Big Swing jupe sans manches Soild couleur robe de plage,4.9,8,1000,1,3.83,99,43.0,18.0,23.0,8.0,7.0,0,0,0,0,"Summer,Fashion,Necks,Beach,Dress,Loose,beach dress,Round neck,Women's Fashion,sleeveless,Skirts,Casual,Women",white,XXS,1,Livraison standard,1,0,41,50,CN,SaraHouse,17752,3.8996732762505633,0
Sexy Femmes Dames Une Épaule Plus La Taille Maillot De Bain Maillots De Bain Rembourré Monokini Bikini Baignade Beachwear,8.0,38,1000,0,4.14,196,113.0,35.0,25.0,8.0,15.0,0,0,0,0,"Summer,Plus Size,Swimming,bikinibeachwear,one shoulder-bikini,summerbathingsuit,Swimwear,Swimsuit,padded,ladyswimwear,Bikini,Fashion,Women,summersunsuit,fashionwomenmonkini,WomenBikini,sexy,Ladies,Women's Fashion,womenonepiecebikini",black,M,50,Spedizione standard,3,0,39,50,CN,D.M Tianjin Network Technology Co.Ltd01,6275,4.383107569721116,0
2020 Femmes Sexy Deep V Neck Dress Backless Maxi Party Robe de soirée Rainbow Summer Beach Dress,25.0,38,50,1,3.17,6,2.0,1.0,1.0,0.0,2.0,0,0,0,0,"slim dress,neck dress,Necks,rainbow,Evening Dress,Dress,summer dress,Party Dress,Women's Fashion,Formal Dress,beach dress,Sleeveless dress,Summer,party,Sexy Dress,women dress,sexy,Beach,backless",rainbow,S,10,Livraison standard,7,0,27,37,CN,beaufullife2017,401,4.00997506234414,0
"Femmes Shorts d'été à lacets taille élastique lâche mince pantalon décontracté, plus la taille S-8XL",2.0,2,100,1,2.57,7,1.0,1.0,2.0,0.0,3.0,0,0,0,0,"Summer,Plus Size,Lace,Casual pants,Bottom,pants,Loose,Women's Fashion,Shorts,Lace Up,Elastic,Casual,Women",yellow,S,5,Livraison standard,1,0,30,50,CN,shiyipanpan,12919,4.024460097530769,0
NOUVELLE Été Femmes Sans Manches Col En V Imprimé Floral Plage Sling Robe Grande Robe Swing Lâche Casual Longue Gilet Robes Dames Robe De Soirée Plus La Taille XS-8XL,9.0,8,1000,1,3.52,295,126.0,38.0,48.0,28.0,55.0,0,0,0,0,"Summer,Vest,Plus Size,long dress,Dress,casual dresses,V-neck,Ladies,beach dress,Party Dress,Party Dresses,Floral,summer dresses,Casual,Swing dress,Floral print,Dresses,Women's Fashion,Maxi Dresses,retro,party,Swing,Print,sleeveless,Beach",gray,S,17,Livraison standard,3,0,35,50,CN,ToToToTo Market,12441,3.924684510891408,0
2019 Fashion Family correspondant maillots de bain maillots de bain maman et moi maillot de bain mère fille père fils vêtements robes taille haute bikini look maman,11.0,42,100,0,4.24,55,33.0,11.0,5.0,3.0,3.0,0,0,0,0,"Summer,Fashion,high waist,Family,Dress,Waist,Swimsuit,Swimwear,beach wear,Bikini,Mother,Holiday,Clothes,matching,Swimming",green,daughter 24M,9,Livraison standard,2,0,105,50,CN,binghexiaodian,6121,4.365789903610522,0
ZANZEA femmes col rond manches courtes couleur unie lâche robe d'été mi-mollet,12.0,102,1000,1,4.22,206,119.0,44.0,24.0,8.0,11.0,1,0,1,0,"dressforwomen,Shorts,Necks,Sleeve,midcalf,Vintage,Dress,Loose,short sleeves,long,Round neck,Women's Fashion,Summer,summer dress,solid color,women dress,Women,Casual,Cotton",grey,S,8,Livraison standard,3,0,37,50,CN,NiZuiMei,2495,4.211623246492986,0
Ensemble de bikini de bikini de bandage de soutien-gorge rembourré de soutien-gorge rembourré de Push-up de femmes,9.0,59,10000,0,3.77,1721,752.0,368.0,260.0,141.0,200.0,0,0,0,0,"bandagebra,bandage swimsuit,ladyswimsuit,sexy bikini,Bikini,Swimsuit,padded,Triangle Swimwear,Women's Fashion,Fashion,womensexybraset,solid color,Women,Swimming,beachewear,Bras,padded swimsuit",red,S,17,Livraison standard,3,0,47,50,CN,Manystone91,2888,4.1921745152354575,0
2020 Shorts classiques pour hommes d'été Pantalons décontractés à poches multiples Salopette d'été lâche Pantalon cargo,7.0,17,10,0,5.0,2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,"joggingpant,Shorts,Casual pants,pants,Summer,Overalls,beachpant,tacticalpant,bermudashort,summerpant,Classics,Casual",grey,25,2,Livraison standard,2,0,21,50,CN,10 days delivery,46,3.608695652173913,0
Plus la taille S-5XL femmes Vintage sans manches suspendus cou débardeurs Style décontracté femmes en mousseline de soie imprimé Crop Top Bras,8.0,25,100,1,4.0,55,30.0,9.0,7.0,4.0,5.0,0,0,0,0,"Plus Size,crop top,vintagetop,chiffon,Vintage,printtop,tank top,Casual,Women's Fashion,Fashion,sleeveless tops,chiffon blouse,sleeveless,Print,Tank,Women,Tops,Bras,Necks",black,S,50,Livraison standard,2,0,43,50,CN,zhishukuaile,2199,4.106866757617099,0
Hot Summer Femmes Mode Nouveau Design Débardeurs Imprimé Sans manches Col rond Hors Épaule Camisoles Plus La Taille 4 Couleurs Femmes Gilet Casual Party Beach Porter Coton Doux Tops T-shirts,8.0,7,1000,0,4.22,124,75.0,25.0,8.0,8.0,8.0,0,0,0,0,"Summer,Vest,Plus Size,summer t-shirts,tank top,Sleeveless Shirt,vestforwomen,Design,printed,party,Casual,Women Fashion,Women,Tank,Beach,Tops,T Shirts,fashion top,Women's Fashion,Cotton,Fashion,womens vest,sleeveless",grey,S,50,Livraison standard,3,0,43,50,CN,sdawmgeyy,3950,4.0574683544303785,0
2018 Fashion Summer Dress Women Sexy Dresses Robes d'été Sexy Dresses V Neck Backkless Dentelle surpiqûres Robe de plage Robe de plage Robe blanche,15.0,13,5000,0,3.51,1257,498.0,220.0,197.0,108.0,234.0,0,0,0,0,"Summer,Slim Fit,Lace,Deep V-neck Dress,bowknotdres,Beach,Dress,Lace Dress,sexybacklessdres,beach wear,Women's Fashion,Party Dress,backless,summer dress,Women,vestido,sexy,white,Mini dress,Fashion,Necks",red,S,10,Livraison standard,4,0,42,50,CN,AKLOVERS,19184,4.471017514595498,0
Summer Fashion Women Spaghetti Strap Maxi Robe Longue Robe Décontractée Décontractée Couleur Relâche Couleur Relâchée Cami Robes Longues Robes Longues Dames Niveleuses Robes de Soirée Fêtes de Plage Grande Taille S-5XL,14.0,27,5000,0,3.52,1442,573.0,250.0,227.0,139.0,253.0,0,0,0,0,"Summer,dressesforwomen,plus size dress,Dress,beach dress,Plus Size,sleveles,maxi dress,Spaghetti,Casual,Women,party,Fashion,splitdre,Beach,summer dress,spaghettistrapdre,Ladies,Women's Fashion,Holiday,soliddre,loose dress",black,M,50,Livraison standard,4,0,43,50,CN,yangyanlinbh202,7874,3.95999491998984,0
Femmes été au large de Sholuder col rond imprimé Big Swing lâche décontracté vacances plage longue robe,13.0,11,20000,1,2.97,2191,603.0,321.0,343.0,263.0,661.0,0,0,0,0,"bigswing,Summer,Necks,long dress,Dress,Maxi Dresses,Round neck,Women's Fashion,printed,long dresses,sleeveless,Holiday,Beach,Casual,Women",green,M,34,Livraison standard,3,0,35,50,CN,youngpeopleshop,14482,4.001588178428394,0
S-5XL Nouvelle Mode Femmes Tops Blouse Sans Manches Col En V Solide Couleur Débardeur Femmes D'été Chemise Tops Plus La Taille Causal Lâche,4.83,51,50,1,2.0,1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,"blouse,Summer,Plus Size,Tops & Blouses,Shirt,Women Vest,Tank,button,Spaghetti Strap,tank top,Tops,Women's Fashion,Fashion,V-neck,sleeveless,Casual,Women",white,XS,3,Livraison standard,1,0,39,50,VE,saulstore,57,3.8245614035087723,0
Fashion Women Retro Vertical Striped Mini Button Camisole Dress,6.0,7,100,1,4.0,2,1.0,0.0,1.0,0.0,0.0,0,0,0,0,"Mini,Vest,Fashion,camisole,Summer,Dress,Women's Fashion,retro,Striped,Beach,button,Women",black,S,50,Livraison standard,2,0,44,50,CN,Autumn2014,102568,4.051049060135715,0
Printemps et été nouveau Tik Tok Ing Ing sans fin lâche grande taille court Crop Top et Shorts Set,13.0,11,100,0,4.35,26,18.0,4.0,1.0,1.0,2.0,1,0,1,0,"2pieceset,Shorts,crop top,Sleeve,Summer,tiktok,Spring,Tops,Spaghetti Strap,short sleeves,Fashion",pink & white,XS,50,Livraison standard,3,0,139,50,US,salmophee,21,4.047619047619048,0
2019 Femmes décontractées Épaule décontractée et décontractée Épaule décolletée en V profond Col en V Sexy Chemisier sexy sans manches Chemise sans manches Veste en coton Chemise irrégulière Mode pour dames Couleur unie Super grand modèle Super grand modèle Débardeur à fronces larges et à fronces S-8XL,11.0,10,5000,0,4.34,728,456.0,148.0,72.0,20.0,32.0,1,0,1,0,"Summer,off shoulder top,Fashion,Cotton T Shirt,Pleated,summer t-shirts,Vest,tank top,Ladies,Women's Fashion,Plus Size,off shoulder,sleeveless tops,Casual T-Shirt,blouse,sexy,Casual,Women,Deep V-Neck,Tank,Shirt,sleevelessblouse,Tops,women shirt,V-neck,backless,Cotton,Ladies Fashion,womens vest,sleeveless,vneckshirt",navyblue,XS,15,Livraison standard,2,0,20,50,CN,so crazy ear,8500,4.081176470588234,0
Summer Women Fashion Sleeveless Shirt Bohemian Casual Printed Loose Sling  V Neck Blouse  Tank Top Vest,8.0,7,1000,0,3.6,141,64.0,22.0,19.0,7.0,29.0,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Necks,Shirt,Tops,Women's Fashion,tank top,boho,Fashion,printed,sleeveless,bohemian,Casual,Women",pink,S,50,Livraison standard,3,0,24,50,CN,hzruanyf,3771,3.881463802704853,0
Été Casual Sexy Halter Vest Femmes Sac BuckleTank Tops Crop Top,7.0,6,1000,0,4.16,129,72.0,26.0,17.0,7.0,7.0,0,0,0,0,"halter top,Women Vest,Vest,bagbuckle,crop top,Halter,Summer,Tops,tank top,Casual,Bags,Women's Fashion,Fashion,silmfit,solid color,Casual Tops,sexy,summer tops,Women",black,XS,50,Livraison standard,2,0,73,50,CN,junzhangxiezi,941,4.20403825717322,0
6 Couleurs Automne Été Dames Casual Lâche Solide Réservoir Salopette Longue Bretelle Salopette Salopette Pantalon Plus La Taille S-5XL,9.0,8,100,1,3.18,72,17.0,19.0,12.0,8.0,16.0,0,0,0,0,"Summer,trousers,Tank,pants,Spring,Overalls,Women's Fashion,Fashion,black,Ladies,sleeveless,Wool,women Jumpsuit,Casual,jumpsuit",red,S.,10,Livraison standard,3,0,26,50,CN,liuyaling66058,288,3.7291666666666665,0
NOUVEAU Femmes Casual Débardeurs Blouses O-cou Sans Manches Dégradé Couleur Coton Impression T-shirt D'été Gilet Blouses Lâche Plus La Taille S-5XL,2.0,2,5000,1,3.89,496,254.0,80.0,72.0,33.0,57.0,0,0,0,0,"blouse,Summer,Vest,Plus Size,Tank,Cotton,Tops,topsamptshirt,T Shirts,tank top,Women's Fashion,Fashion,sleeveless tops,blousesampshirt,sleeveless,o-neck,Casual,Women",green,S,1,Livraison standard,1,0,35,50,CN,bebebebe world,14095,4.089677190493083,0
Fashion Women Wrap Banded Draped Draped Cut Out Hi Low Asymmetrical High Waist Open Maxi Skirt Gray,8.0,7,10000,0,4.01,2543,1315.0,482.0,383.0,180.0,183.0,0,0,0,0,"Gray,long skirt,summer dress,high waist,long dress,high waist skirt,Draped,Dresses,Women's Fashion,Fashion,Skirts women,maxi dress,Women,Skirts,Waist",black,M,50,Livraison standard,2,0,40,50,CN,allstars,110548,4.143666099793755,1
 Hommes Casual Workout Athletic Gym Jersey Shorts Taille élastique Cordon de serrage Summer Training Running Longueur au genou Shorts avec poche à fermeture éclair,8.0,7,1000,1,3.63,161,64.0,31.0,30.0,14.0,22.0,0,0,0,0,"runningshortsformen,Summer,Shorts,Waist,Elastic,Bottom,casualshort,zippers,athleticshort,Running,Pocket,workoutshortsformen,athleticshortsmen,Fashion,knee,camouflageshortsformen,elastic waist,Athletics,Casual,Jerseys,summershortsformen",lightgrey,S,50,Livraison standard,2,0,49,50,CN,yongxiastore,1653,3.9733817301875383,0
Maillot de bain sexy sud-africain imprimé doré licou bikini taille haute deux pièces maillots de bain femmes maillot de bain bikini ensemble,8.0,7,5000,0,4.14,2737,1582.0,524.0,278.0,137.0,216.0,0,0,0,0,"bathing suit,Bikinis Set,Womens Swimsuit,Waist,Halter,golden,southafrican,Sexy Swimwear,Swimwear,Swimsuit,high waist,Bikini,Fashion,Two Pieces,Suits,Print,sexy,Women,Women's Fashion,High Waisted Bikini,Swimming",Pink,S,50,Livraison standard,3,0,36,50,CN,Sweat moly,68339,4.298745957652292,0
Hommes Fashion Slim Fit Jeans Shorts Cargo Baumwolle Skinny Shorts Jeans Jeans Summer Casual Denim Shorts,18.0,27,5000,1,4.03,1058,539.0,240.0,132.0,61.0,86.0,0,0,0,0,"Summer,Shorts,Casual pants,pants,Denim,slim,Short pants,jean shorts,Men's Fashion,trousers,Denim Shorts,Jeans,Fashion,Casual,Slim Fit",blue,S,50,Livraison standard,5,0,41,50,CN,yunanjie,12348,3.7949465500485915,0
"NOUVELLE femme col rond numérique fleur imprimé robe sans manches, plus la taille mini robe S-5XL",11.0,10,20000,1,3.7,2682,1194.0,480.0,401.0,223.0,384.0,0,0,0,0,"Mini,Plus Size,Necks,Dresses,Dress,summer dress,Mini dress,Round neck,Round Collar,Women's Fashion,Flowers,printed,sleeveless,sleevelessdresse,casual dress",purple,L,50,Livraison standard,3,0,35,50,CN,f40051ab1zhong9,12974,3.965700632033297,0
Mode Femmes Dos Nu Sans Bretelles Sexy Dames Baggy Casual Lâche Longue Maxi Robe Plage Clubwear,11.0,83,20000,0,3.87,5719,2720.0,1171.0,820.0,408.0,600.0,0,0,0,0,"Strapless Dress,Fashion,clubwear,long dress,Dress,Loose,strapless,beachdrss,Women's Fashion,backless,maxi dress,Ladies,sexy,Beach,Casual,Women",khaki,M,50,Livraison standard,2,0,38,50,CN,fashionforgirls,151914,4.127921060600077,0
Nouveaux culottes d'été en tricot sans manches sexy pour femmes d'été,4.0,4,10000,0,4.03,2150,1115.0,445.0,291.0,144.0,155.0,0,0,0,0,"corset top,Fashion,crop top,camisole,knittop,Tops,tank top,Women's Fashion,sexy,sleeveless,knit,fashionwomencroptop,Women",red,S,50,Livraison standard,1,0,41,50,CN,fantastic_tune,230951,4.311065983693512,0
Nouveau Femmes d'été Loose V Tops col V surpiqûres en maille pour dames surpiqûres en maille 3/4 manches Chemisier de Noël décontracté Chemise blouse Femme Blusas Tunique Chemises T-shirts Tops,8.0,7,10000,0,3.71,951,420.0,176.0,143.0,84.0,128.0,0,0,0,0,"blouse,Summer,Fashion,tunic,Shirt,Sleeve,Dresses,Tops,Necks,blusa,long dress,beach dress,Women,Ladies,women dress,Holiday,Women's Fashion,Casual,casual dress",white,XS,50,Livraison standard,2,0,31,50,CN,singing  the  song,4213,4.0583906954664135,0
Femmes d'été décontracté sans manches rayure T-shirts robe tunique taille robes plage robe,8.0,7,5000,0,3.94,957,502.0,161.0,136.0,54.0,104.0,0,0,0,0,"Summer,tunic,Shirt,women dresses,long dress,Evening Dress,Dress,summer dress,casual dresses,beach dress,Sleeveless dress,Stripes,Women,women dress,Waist,summer dresses,Beach,Women's Fashion,Casual,sleeveless,casual dress",purple,XS,50,Livraison standard,2,0,21,50,CN,Top 1 toYOU,4373,4.178367253601646,0
Débardeur à la mode pour femmes Chemise sans manches Chemisier Débardeurs décontractés T-shirt,6.0,23,1000,1,3.94,251,120.0,53.0,41.0,18.0,19.0,0,0,0,0,"blouse,Vest,Fashion,Tank,Shirt,Tops,T Shirts,tank tops women,Women's Fashion,sleeveless,Casual,Lace",white,S,50,Livraison standard,2,0,54,50,CN,This is a pair of eyes that you find,6457,3.9704196995508747,0
2018 Femmes Été décontracté Couleur unie Décontractée Sans manches Robe de plage Débardeur de plage Top A-line Pocket Pocket Robe Sexy Col V profond Short Club Party Mini Halter Robe Midi Robe Ete Femme Genou Longueur Jupes plissées Jupes Femmes Mode Swing Coton Robe T-Shirt Grande taille S-6XL,5.87,5,20000,1,3.98,4137,2090.0,852.0,576.0,278.0,341.0,0,0,0,0,"Mini,Fashion,halter dress,Summer,plus size dress,Pleated,V Neckdress,beach dress,Party Dress,sexy,Skirts,Casual,Cotton,Deep V-Neck,party,Ladies Fashion,Tops,summer dress,Ladies,women dress,Robes,Women,Beach,Plus Size,Halter,Dress,V-neck,Pocket,Women's Fashion,sleeveless,knee,casual dress,Shorts,Tank,T Shirts,sleevelessdresse,loose dress",red,XS,5,Livraison standard,1,0,18,50,CN,yshsbjj,4646,4.118811881188118,0
Cravate Teint Double Taille Fleur De Cajou Carré Écharpe Graduel Hip Hop Foulard En Coton Imprimé Bandana,2.65,3,100,0,4.58,33,26.0,4.0,0.0,2.0,1.0,1,0,1,0,"kerchief,Flowers,Waist,handkerchief,gradualchange,Hip Hop,Fashion Accessories,Printing,printed,squarescarf,Cotton,Fashion,scarf,bandanna",unknown,2,50,Livraison standard,1,0,14,50,CN,LFZNB,900,3.9877777777777776,0
Plus la taille nouvelle mode féminine d'été col en V impression sans manches tunique hauts gilet débardeurs (S-7XL),7.0,6,20000,1,4.0,2464,1306.0,463.0,305.0,157.0,233.0,0,0,0,0,"Summer,Vest,Plus Size,tunic,Tops,blousetop,Casual,Women's Fashion,Printing,tank top,V-neck,sleeveless,Fashion,plusszie",green,M,2,Standard Shipping,2,0,50,50,CN,Prosehome,3271,4.069703454601039,0
Femmes dentelle manches courtes hauts hauts chemisier chemise dames plage BOHO mini robe 6-16,7.0,22,100000,1,3.82,11913,5355.0,2430.0,1974.0,960.0,1194.0,0,0,0,0,"blouse,Fashion,Shirt,boho,Tops,summer t-shirts,short sleeves,Mini dress,lace blouse,Women's Fashion,Shorts,Ladies,Short Sleeved,Polyester Shirt,Beach,Women",unknown,S,50,Livraison standard,2,0,46,50,CN,ApparelHeaven,320031,4.2188662973274464,1
Femmes sexy bikini ensemble maillot de bain bandage maillots de bain push-up maillot de bain,14.0,12,5000,0,3.83,912,428.0,174.0,143.0,60.0,107.0,0,0,0,0,"bathing suit,Fashion,bikini set,Sexy Swimwear,Swimwear,Swimsuit,Bikini,Suits,sexy,Swimming,Women's Fashion,Women",white,S,50,Livraison standard,4,0,41,50,CN,shenzhenxiaozhishangpu,38258,3.955434157561817,0
Été volant pare-soleil anneau de bain voiture gonflable bébé flotteur siège bateau piscine outils accessoires pour enfants jouets,19.0,105,20000,1,4.4,3787,2541.0,673.0,309.0,73.0,191.0,2,1,1,0,"Summer,Fun,Jewelry,Gifts,pool,babyswimfloatboat,swimring,poolaccessorie,floatboat,Green,swimminglap,Baby,Ring,Seats,floatseat,Boat",purple,Baby Float Boat,50,Livraison standard,6,0,57,50,CN,"Guangzhou Teamwin Trading Co.,Ltd",295161,4.32994873984029,0
Mode décontractée taille haute lacets bandages rayé à volants mini grande taille shorts chauds,8.0,7,5000,1,3.7,917,421.0,142.0,147.0,75.0,132.0,0,0,0,0,"Mini,kurzehosen,Beach Shorts,high waist shorts,Lace,Plus Size,summer shorts,Casual,ruffle,Women's Fashion,Shorts,minishort,high waist,Lace Up,Striped,Fashion,Panties,plussizeshort,Waist",green,XXS,10,Livraison standard,2,0,38,50,CN,Lyxljcktwsjtzwlstore,8166,4.175851089884889,0
Plus Size S-5XL Women Fashion Tube Top Dress Off Shoulder Floral Print A-line Mini robe Lady Casual Strapless Robe Tunique Robe courte Robe Tunique Robe de plage d'été Bikini Cover-up,7.0,50,5000,0,4.02,1046,545.0,200.0,161.0,59.0,81.0,0,0,0,0,"Mini,Strapless Dress,Fashion,Summer,Tube top,Tunic dress,bandeau top,Mini dress,Women's Fashion,Plus Size,off shoulder,Floral,sexy,sexy tank top,Women,strapless,Shorts,Floral print,short dress,Tops,beach dress,Swimsuit Cover,Casual,Bikini,tunic,Print,tubetopdre,Beach,Dress",watermelonred,S,50,Livraison standard,2,0,43,50,CN,snowgirl,36361,3.9675201452105284,0
5 Couleur Nouvelle Arrivée Femmes De Mode Sexy Élégant Sans Bretelles À Manches Longues Halter Dos Nu Solide Couleur Slim Fit Blouse Tops Automne Mode Sexy Criss Cross Plissé Tunique Top,8.0,9,10000,1,3.09,775,223.0,123.0,137.0,84.0,208.0,0,0,0,0,"halterblousesforwomen,Fashion,Halter,Long Sleeve,blusasfeminina,Pleated,slim,sexyblouse,Cross,solid color,backlessblouse,sexy,tunic,blousesforwomen,blouse,strapless,bodyconblouse,long sleeve blouse,tunic top,Sleeve,Elegant,Tops,Slim Fit,Women's Fashion,backless,tunictopforwomen,straplessblouse",pink,S,50,Livraison standard,2,0,43,50,CN,young's boutique,54504,3.80168428005284,1
Mode féminine été bretelles spaghetti imprimé floral nouer devant mini robe robe sexy,8.0,7,1000,1,3.93,54,27.0,12.0,6.0,2.0,7.0,0,0,0,0,"Summer,Fashion,Floral print,Mini,Dress,Mini dress,Print,Women's Fashion,Sexy Dress,Floral,sexy,Spaghetti,Women Fashion",yellow,S,19,Livraison standard,2,0,28,50,CN,shuilingjiao international trade company,88193,4.0808907736441675,1
10/30 / 50ml Crème dépilatoire permanente indolore super naturelle indolore,1.7,9,1000,1,3.86,86,41.0,17.0,13.0,5.0,10.0,0,0,0,0,"Summer,painlessdepilation,legs,hairremoval,Skincare,permanent,Sprays,depilatory,armpit,hair,Arms",unknown,10 ml,50,Livraison standard,1,0,57,50,CN,logrenvu,484,3.9917355371900825,0
Femmes Jupe longue Wave Point V-tie Robe à fourches ouvertes Robe à manches courtes col en V Low-cut Print Robe à pois,12.0,59,100,0,3.59,64,24.0,16.0,10.0,2.0,12.0,0,0,0,0,"vtie,Summer,long skirt,Dress,summer dress,womens clothes,Women's Fashion,Party Dress,openfork,wavepoint,Sexy Dress,sexy,Skirts,casual dress",white,S,50,Livraison standard,3,0,44,50,CN,yangrenyun,5244,4.0139206712433255,0
"New Summer Fashion Women Sleeveless "" HIPPIE SOUL"" Letter Printed Tank Top Funny Workout T-shirt T-shirt Casual Loose Tee Tops T-shirts Vêtements en Blue Pink et gris foncé",6.0,33,5000,0,4.04,846,451.0,168.0,109.0,47.0,71.0,0,0,0,0,"Summer,Plus Size,letter print,Workout tanktop,summer t-shirts,sleevelesstanktop,tank top,Dark,Women's Fashion,Fashion,women t shirt,Tank,Casual,T Shirts,Clothes,Blues,Funny,Cotton Shirt,hippie,pink,Tops,Grey,teesamptshirt,sleeveless,Women,printed",pink,S,26,Livraison standard,2,0,41,50,CN,shenzhenmaoyifuzhuangdian,21485,4.1462415638817784,0
Maillots de bain à rayures pour dames avec double débardeur tankini (plus grande taille),11.0,10,50000,0,3.91,13488,6325.0,3006.0,1998.0,916.0,1243.0,0,0,0,0,"strapless,Fashion,Tops,striped bikini,Swimwear,beach wear,Tankinis,Women's Sweatsuit,black,Stripes,beachwear for women,monokini,Swimsuit",black,S,50,Livraison standard,3,0,31,50,CN,good999,17816,4.179445442299056,1
Vente chaude Femmes De Mode D'été Sans Manches Robe Mini Col En V Robe De Soirée JACK DANIEL'S Imprimer Lâche Cool Robes Décontractées,5.0,59,100,0,4.27,22,13.0,4.0,4.0,0.0,1.0,0,0,0,0,"Sleeveless dress,sleeveless,Fashion,Mini,Dress,summer dress,V Neckdress,V-neck,Mini dress,Casual,Women's Fashion,Party Dress,Summer,Jack Daniels,print dress,party,Print,women dress,loose dress,Women Fashion,casual dress",green,XS,5,Livraison standard,2,0,43,50,CN,xiaotianxunxin,521,4.1266794625719765,0
Pyjama mignon ensemble rose bugs lapin dessin animé été pyjama court femmes polyester impression femmes vêtements,9.0,49,100,1,3.72,109,51.0,14.0,21.0,9.0,14.0,0,0,0,0,"pink,Summer,Polyester,Shorts,Set,cute,printingpajama,Cartoons,Women's Fashion,Women S Clothing,pyjama,bunny,Pajamas,Women",pink,M,50,Livraison standard,3,0,36,50,CN,huajitoup,267,4.04119850187266,0
